,market_place,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,Sentiment_pc
10,"""US""","""52027882""","""RC9AW4HKJ016M""","""B0091ITP0S""","""977217357""","""HDE Rotating iPad Case Magnetic Folding Leather Cover Folio Flip Stand for Apple iPad 2 iPad 3 iPad 4 (Purple Embossed)""","""PC""",0,0,0,0 	(N),1 	(Y),"""One Star""","""IT HAS ALREADY CRACKED AT ONE OF THE CORNERS.""",2015-08-31,negaitve
11,"""US""","""41770239""","""R2ALWJE9N6ZBXD""","""B008I21EA2""","""295632907""","""Linksys AC1750 Wi-Fi Wireless Dual-Band+ Router with Gigabit, Smart Wi-Fi App Enabled to Control Your Network from Anywhere (EA6500)""","""PC""",0,0,0,0 	(N),0 	(N),"""Very Disappointed""","""Very disappointed the range of the router is very poor no more than 6mts, bought this to substitute the carrier default modem but the one of the carrier has more range.""",2015-08-31,negaitve
12,"""US""","""42560427""","""R2G5FPA4OX37GV""","""B00MRB7SBO""","""922591915""","""iPad Pro 9.7, iPad mini, iPad 234 & iPad Air / Air 2 Tripod Mount Holder + Extendable Camera Tripod Adapter with 360° Med. Locking Ball Head / Hand-Held Monopod Works with Case or Without Case""","""PC""",1,1,1,0 	(N),1 	(Y),"""Five Stars""","""Works well. I use this for my Skype meetings.""",2015-08-31,positive
13,"""US""","""46345923""","""R1IKTSEVXSIMOD""","""B00LLER2CS""","""997551273""","""SanDisk 16GB CZ43 Ultra Fit Series USB 3.0 Flash Drive (SDCZ43-016G-G46)""","""PC""",1,0,0,0 	(N),1 	(Y),"""The encryption software that comes preloaded is really easy to use""","""The encryption software that comes preloaded is really easy to use, I wasn't expecting it to be on there, so that was a bonus.""",2015-08-31,positive
14,"""US""","""41751192""","""R2YA6G6SRFEWF6""","""B00B0CQCCC""","""937999925""","""TRENDnet Wireless AC1750 Dual Band Gigabit Router with USB Share Port, TEW-812DRU Version 2.1""","""PC""",0,0,1,0 	(N),1 	(Y),"""Didn't last 2 years.""","""I have owned this router for less than 2 years (purchased in November 2013). The range and speed was acceptable, although, for the price I would have liked better. This would probably have been a 3 or 4 star review except, as of mid July, 2015, it has stopped working properly. One day, out of the blue, it no longer provided an internet connection. The wireless network still exists but all devices attached show no internet connection. The same happens for any devices connected via Ethernet through the router. I have tried all the following in troubleshooting:<br />1: connected straight to the modem and had an internet connection.<br />2: Reset to factory settings and connected to default network but no internet.<br />3: Connected replacement router via same ethernet cable to the modem and it provided internet without issue.<br />4: checked router, power adapter, and Ethernet cable for any signs of damage (we have a cat) but none exist.<br /><br />So, As a result, I am rather upset that this product did not even last 2 years. I paid $135 for this thing new. It I had wanted a disposable product i would have spent 30 bucks on a cheap wireless N router and called it a day.<br /><br />If anyone knows of a fix or something for this issue, I will try it and gladly take this up to 3 or so stars but for the time being, I really believe it deserves one star.""",2015-08-31,negaitve
15,"""US""","""21176481""","""RS9H1N9I3Z1IA""","""B00GU8W5AE""","""13865167""","""Redragon M901 PERDITION 16400 DPI High-Precision Programmable Laser Gaming Mouse for PC, MMO, 18 Programmable Buttons, Weight Tuning Cartridge, 12 Side Buttons, 5 programmable user profiles, Omron Micro Switches (White)""","""PC""",1,0,0,0 	(N),1 	(Y),"""Awesome gaming mouse""","""My first gaming mouse, and this thing is cool! You can customize the dpi, colors, buttons. Mouse is comfortable. With some tweaks on the DPI settings, this mouse is absolutely perfect. 10/10 would buy again. 11/10 with rice""",2015-08-31,positive
16,"""US""","""10674058""","""RKKLBI76VTDNT""","""B00XHMXJQ0""","""967483469""","""Mudder MHL Adapter Kit 6.5 Feet/ 2M Micro USB to HDMI Cable 1080p HDTV, Push from Smartphone to TV Multi Control/ Wiplug Cable Converter for Samsung Galaxy S5 S4 S3 Note 4 SM-N910A Galaxy Tab 3 8.0 T310 HTC LG Sony""","""PC""",0,0,0,0 	(N),1 	(Y),"""One Star""","""I cannot get it to work""",2015-08-31,negaitve
17,"""US""","""43341796""","""R2NJ3WFUS4E5G6""","""B00YGJJQ6U""","""986548413""","""Fintie iPad Air 2 Case (2014 Release) - 360 Degree Rotating Stand Protective Case Smart Cover with Auto Sleep / Wake Feature""","""PC""",1,0,0,0 	(N),1 	(Y),"""Great choices of covers but no Auto-shut off or on""","""Love that Finite makes different designs and that the grooves are pretty deep to hold the IPad Air up. That's why I bought the case. But...the auto awake and shut off does not work with my case and not sure why. So I have to set auto-lock in the iPad settings just so it shuts off with inactivity.""",2015-08-31,positive
18,"""US""","""13232866""","""R21PTQNLGCBN0I""","""B00XMN20Y6""","""873354048""","""Fintie iPad 2/3/4 Case - Slim Fit Folio Case with Smart Cover Auto Sleep / Wake Feature for Apple iPad 2, iPad 3 & iPad 4th Generation with Retina Display - Floral Fan Purple""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Nice color, I love it""",2015-08-31,positive
19,"""US""","""29333557""","""R3G4RT3EQ9RSY7""","""B00MA40W9I""","""535866197""","""Egoway® New Laptop Battery for Apple A1309 A1297 Unibody MacBook Pro 17""(2009 Version Early 2009 Mid-2009 Mid-2010) fits: MC226*/A MC226CH/A MC226J/A MC226LL/A MC226TA/A MC226ZP/A + Two Free Screwdrivers[Li-Polymer 7.2V/13000mAh 9-Cell]""","""PC""",0,0,0,0 	(N),1 	(Y),"""Totally wasted $60 on this battery""","""Totally wasted $60 on this battery. Didn't work on my 17&#34; MBP (Mid-2009). Went to Apple and had them replace it with their battery for an arm and a leg - but at least it worked.""",2015-08-31,negaitve
20,"""US""","""394771""","""RDVE5MHPKF0R8""","""B00NQ9X78Y""","""290709970""","""Ionic Screen Protector for Amazon Fire HD 6"" and HD 6"" Kids Edition 2014 Film Clear (Invisible) (3-pack)[Lifetime Replacement Warranty]""","""PC""",1,0,0,0 	(N),1 	(Y),"""five start""","""product good""",2015-08-31,positive
21,"""US""","""16160990""","""RW9VR7UKL3E69""","""B00HPQ0H0K""","""176437370""","""ARCTIC S111 USB-Powered Portable Stereo Speakers for Tablet/eReader/MP3/Computers""","""PC""",0,0,0,0 	(N),1 	(Y),"""tinny sounding""","""tinny weak sound""",2015-08-31,negaitve
22,"""US""","""40762662""","""R65UQSAULGB5""","""B00LCJ4HUW""","""331269443""","""Fire HD 6""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""This does everything. A very handy item to have and use""",2015-08-31,positive
23,"""US""","""47990468""","""R4DGUM9WZ1Z4O""","""B00M7T8T1E""","""863844723""","""TOTMC USB 2.0 Video Capture Adapter for Windows Xp, 2000, Vista, Window 7, Window 8""","""PC""",0,0,0,0 	(N),1 	(Y),"""Do not buy, invest in a better device""","""Terrible product. This device has absolutely no support, I was not able to even find any digitally signed drivers to work with this device. The only thing that I could get to work was the capture software, which seemed to work fine with my webcam. You get what you pay for, invest in a better capture device if you want any results.""",2015-08-31,negaitve
24,"""US""","""12246861""","""R2WV71J88ERO3H""","""B00J082KFQ""","""55148922""","""Case Logic BPCA-115 Berkley Plus 15.6-Inch Laptop + Tablet Backpack""","""PC""",1,0,0,0 	(N),1 	(Y),"""Slimmer laptop bag""","""This is pretty much what I wanted. A backpack that was slimmer than the Ful backpack I previously used. I miss the multiple zippered compartments though. I wish there were more quick access front pockets although the lumbar pocket is pretty handy so far.""",2015-08-31,positive
25,"""US""","""1310044""","""RHDN59P1ELIBY""","""B00HZR4FCA""","""74459118""","""OCZ Technology Vertex 460 Series 2.5-Inch SATA III Internal Solid State Drive""","""PC""",0,0,0,0 	(N),1 	(Y),"""Bad SSD""","""I own a photographic studio, bought this SSD to speed up my production time but it is really disappointing that after 10 months this thing is dead!!!!<br /><br />I went and turned on the computer and Windows started crashing, and couldn't access my files. I restarted the PC went it came back there was no boot disk....<br />Took the disk out and plugged in to a enclosure and test it on another computer but it wasn't recognized.<br /><br />Thankfully I keep back ups of my WIP orders because this caused me a delay in my work delivery schedule.<br /><br />For those who are considering this SSD please consider look somewhere else, for the money paid for this thing it should lasted a year minimum!!!!""",2015-08-31,negaitve
26,"""US""","""13689327""","""R3BN24DMDZQMAD""","""B00UKPW39G""","""261956142""","""AVANTEK Laptop Cooling Pad with 6 Speed-Adjustable Fans, Ultra Slim Notebook Cooler, Quiet Chill Mat for 9'' - 16'' Laptops, 2 USB Ports for both Data and Charging""","""PC""",1,0,0,0 	(N),1 	(Y),"""Love it.""","""The first couple of days, this product was kind of noisy...after that break end period, quiet as a mouse. Love it.""",2015-08-31,positive
27,"""US""","""24755112""","""R287ZTFXITCMGN""","""B007JRB0SS""","""677176816""","""SanDisk SD Flash Memory Card""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Thank you""",2015-08-31,positive
28,"""US""","""34685412""","""R1LTMCKOL72U34""","""9875961809""","""982116513""","""Professional Ultra SanDisk 16GB MicroSDHC Card for Samsung Galaxy S4 Active Smartphone is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec)""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Works great to store my pics and videos!""",2015-08-31,positive
29,"""US""","""49371791""","""R1H35XHLODFTOX""","""B00IRV2DL8""","""556122164""","""Sabrent 4 Port Portable USB 3.0 Hub (9.5"" cable) for Ultra Book, MacBook Air, Windows 8 Tablet PC (HB-SGAR)""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Works well...small...doesn't take up space""",2015-08-31,positive
30,"""US""","""19589072""","""R1495HVMW7K83C""","""B00APJCKWM""","""468399384""","""Cmple - RJ45 CAT5 CAT5E ETHERNET LAN NETWORK CABLE""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Works great, full speed at 150Mb/s on Comcast.""",2015-08-31,positive
31,"""US""","""17789217""","""R3FYOAG9U8S9RG""","""B00J8E90I2""","""530680774""","""Kingston HyperX Fury""","""PC""",0,0,0,0 	(N),1 	(Y),"""Didnt work""","""I didnt work in my computer. Either a compatability issue or faulty ram i couldnt say""",2015-08-31,negaitve
32,"""US""","""21391478""","""R190OP5OGXOF2A""","""B00GHBBK82""","""938451405""","""SanDisk Ultra CompactFlash Memory Card""","""PC""",1,0,0,0 	(N),1 	(Y),"""Card is fast and works great with my Canon 7D""","""Card is very fast and works great. I am shooting with a canon 7D at full resolution with 18 megapixels.""",2015-08-31,positive
33,"""US""","""12680846""","""R2AG4YGHD0IB1C""","""B00CC47VAO""","""170539622""","""25-PACK CF Memory Card Plastic Storage Jewel Case (memory card not included) (2 1/16"" x 1 11/16"" x 5/16"")""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Great protector case just sqeeze the sides and they pop open.""",2015-08-31,positive
34,"""US""","""48351806""","""R2RATALMIFYU7H""","""B00XPUU0XO""","""258619462""","""Acer Aspire V V3-572P-326T 15-Inch Laptop (Intel i3, 6GB RAM, 1TB HDD, Windows 8.1), Platinum Silver""","""PC""",1,0,0,0 	(N),0 	(N),"""Good laptop but paid only $323 for it at Microsoft Store.""","""Great laptop. got it for the wife for her birthday. No issues thus far. However, we paid only $323.00 for this at the Microsoft store in June. That's $200 less than the price here. $520 is way out of line for this laptop.""",2015-08-31,positive
35,"""US""","""5805940""","""R1VPZW5K4IONOB""","""B001196H3S""","""3109240""","""Crucial Technology CT25664AA800 240-pin DIMM DDR2 PC2-6400 Memory Module""","""PC""",1,0,0,0 	(N),1 	(Y),"""Excellent!!!""","""Excellent!!!""",2015-08-31,positive
36,"""US""","""6348379""","""R1B0GR7BIW6ZFM""","""B00SB4AHJG""","""868501171""","""Lenovo Z70 (80FG00DBUS) 17.3"" Laptop""","""PC""",1,0,1,0 	(N),1 	(Y),"""Great""","""I love this computer. The big screen, the speed is great and the placement of the keys are good. The only issue is the finish on top of the computer is not so good because it leaves fingerprint marks.""",2015-08-31,positive
37,"""US""","""14978645""","""R1KRX2YJ0QFYH6""","""B00QJL5HMU""","""357058634""","""MOTONG Samsung Galaxy Note 10.1 Glass Screen Protector [Tempered Glass Screen Protector] 0.3mm Thickness Tempered Glass Screen Protector for Samsung Galaxy Note 10.1 Inch 2014 only""","""PC""",1,0,0,0 	(N),1 	(Y),"""I had to make a few modifications as the hole ...""","""I had to make a few modifications as the hole for the button and the corners are not quite correct. It took a number of fittings before it was acceptable. Using a jewery grinder is not for the faint of heart as this is tempered glass and must be carefully worked so it does not shatter. Shipped in a very stable container and was quickly delivered but the product could use a bit of refinement to properly fit.""",2015-08-31,positive
38,"""US""","""32350947""","""R2ZPEE94C3GPJG""","""B00OMSWGI0""","""123457801""","""Charm & Magic Genuine Leather Briefcase Shoulder Business Laptop Messenger Bags Tote""","""PC""",1,0,0,0 	(N),1 	(Y),"""Great Quality Bag""","""I was pleased by the quality of the bag. It is fashion forward and clean lines make it a great bag for men and women.""",2015-08-31,positive
39,"""US""","""11129655""","""R2SU1ROO1DW4FX""","""B00DW374W4""","""47129650""","""USB 3.0 to SATA hard drive enclosure""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Nice little enclosure. Tool-less is a good thing""",2015-08-31,positive
40,"""US""","""23531656""","""R1DG8L9CSXXPJK""","""B008IFXQFU""","""422480840""","""TP- Link Wireless USB Adapter""","""PC""",1,0,0,0 	(N),1 	(Y),"""Four Stars""","""It works for its price. Can't complain.""",2015-08-31,positive
41,"""US""","""11609295""","""R2LEATLCI1FNP1""","""B00JDVRCI0""","""108587939""","""Panda Wireless PAU06 300Mbps N USB Adapter""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Plug and play just as the other reviews said.""",2015-08-31,positive
42,"""US""","""46829704""","""R2MYEOZLD69QJO""","""B00J0N0Y18""","""22444185""","""Belkin Micro USB Adapter""","""PC""",1,0,0,0 	(N),1 	(Y),"""Good reception despite there being several walls between it and ...""","""Seamless installation on a Windows 7 system. Good reception despite there being several walls between it and the WiFi access point.""",2015-08-31,positive
43,"""US""","""31894642""","""RIQI58OREQUE7""","""B00JA6ZQ04""","""947356538""","""JOTO - ASUS VivoTab Note 8 Tablet (Windows 8.1) Screen Protector Film Anti Glare, Anti Fingerprint (Matte Finish) with Lifetime Replacement Warranty (M80TA) (3 Pack)""","""PC""",0,0,1,0 	(N),1 	(Y),"""Doesn't fit like it should.""","""Bad fit for asus vivo tab, it is way bigger than the actual tablet. I ordered the right one as well because it says the right model type on the outside of packaging. Wouldn't recommend.""",2015-08-31,negaitve
44,"""US""","""16618689""","""R1ECKH32H06IUU""","""B004T299RU""","""371850822""","""Replacement Dell 90w Ac Power Adapter for Dell Latitude E5400,latitude E5410,latitude E5500,latitude E5510,latitude E6400,latitude E6400 Atg,100% Compatible with Pa-10 Family (Black, 1)""","""PC""",1,0,0,0 	(N),1 	(Y),"""Great replacement for OEM charger.""","""Very reliable, better quality than what comes with the actual computer.""",2015-08-31,positive
45,"""US""","""2701611""","""R3SQFM4D091HWE""","""B004EBG4J2""","""582958308""","""Eastvita MK-200 Keyboard and Case for 7-Inch Tablets(MK-200)""","""PC""",1,0,0,0 	(N),1 	(Y),"""get this""","""case is well made and keyboard comes in handy.""",2015-08-31,positive
46,"""US""","""28827675""","""R1PHDY2F126NRD""","""B00MB80WE8""","""763447327""","""Prontotec Axius New Version 7"" Updated Android 4.4 Tablet Pc, Cortex A8 Dual Core Processor 1.2GHz, 512MB / 4GB, Dual Camera, G-sensor,Google Play Pre-loaded (Black)""","""PC""",1,0,0,0 	(N),1 	(Y),"""So affordable & worth it.""","""This was bought for my 5yr old. His class uses an online program for schoolwork. It is very thin and lightweight. We keep it a leather folio cover. It is very easy for him to use, Except, he doesn't always remember to hold the power button down to turn it on. We bought one in black and one in blue. They're both a great affordable option.""",2015-08-31,positive
47,"""US""","""47012791""","""R3ILJ0GC2105AV""","""B00KT1HL5M""","""979894134""","""Fintie Samsung Galaxy Tab 4 10.1 SmartShell""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Love""",2015-08-31,positive
48,"""US""","""18382586""","""RM7WHMA7RL279""","""B00B0N29G4""","""243601768""","""MoKo Slim Fit Cover Case for iPad Air Parent.""","""PC""",1,0,0,0 	(N),1 	(Y),"""Just what we wanted!""","""Fits on my Dad's iPad well. He loves it. It feels like it was made pretty sturdy and the hand strap comes in handy.""",2015-08-31,positive
49,"""US""","""29604302""","""R990NXDP7C936""","""B009L93Q34""","""863748379""","""Hydra Performance® Controller for Nintendo GameCube Wired Gamepad BLACK""","""PC""",0,0,1,0 	(N),1 	(Y),"""Average for cheap""","""performs as expected for a generic controll and for the cheap price. when used in games such as super smash bros, you'll encounter big difference with the originals if playing at a relative competitive manner. but gets the job done for casual play""",2015-08-31,negaitve
50,"""US""","""121609""","""R9GYKTMBT2LLT""","""B003NR57BY""","""617352447""","""Logitech Wireless Mouse""","""PC""",1,0,0,0 	(N),0 	(N),"""good""","""Good mouse""",2015-08-31,positive
51,"""US""","""2458704""","""R1FGUS6XWRK1EY""","""B00G3LM8T6""","""845373178""","""Pwr+ 65W Laptop AC Adapter with 14 Feet Charger Power-Cord for Lenovo B40 B50""","""PC""",1,0,0,0 	(N),1 	(Y),"""Right fit""","""Perfect compatibility.""",2015-08-31,positive
52,"""US""","""41783537""","""R1WFW1V4MYKNZC""","""B00K8GZED4""","""82850235""","""iXCC Multi pack Lightning cable""","""PC""",0,0,0,0 	(N),1 	(Y),"""Works 30% of the time. iPad stops charging with ...""","""Works 30% of the time. iPad stops charging with a &#34;Device not supported&#34; error.""",2015-08-31,negaitve
53,"""US""","""38147176""","""R3L0QLMOLW2GN6""","""B0091L3NS0""","""83834149""","""8GB Kit (4GBx2) Upgrade for a Apple MacBook Pro (13-inch, Late 2011) System (DDR3 PC3-10600, NON-ECC, )""","""PC""",1,1,1,0 	(N),1 	(Y),"""Memory for Macbook Pro late 2011""","""It took a week to get it delivered but it kit was new and worked great.""",2015-08-31,positive
54,"""US""","""51040665""","""REPEJL7JZYDPB""","""B00KT7DOSE""","""136056530""","""SanDisk Extreme USB 3.0 Flash Drive With Speed Up To 245MB/s-SDCZ80-016G-GAM46""","""PC""",1,0,0,0 	(N),1 	(Y),"""Really, Really Fast!!""","""I will chime in to say that I have seen the same write/transfer speeds that other reviewers have posted. The drive might be a tad larger than some other flash drives, but the speed is several times faster than my other value-priced models. When transferring video files or a large collection of vacation photos, this drive turns a 15-minute task into a 30-second breeze.""",2015-08-31,positive
55,"""US""","""48701722""","""R7ER63LS7Q1O5""","""B00RXEWOAA""","""540891596""","""3.5"" USB External Floppy Disk Drive Portable 1.44 MB FDD for PC Windows 2000/XP/Vista/7/8/10,for Mac,No Extra Driver Required,Plug and Play,Black""","""PC""",1,0,0,0 	(N),1 	(Y),"""Five Stars""","""Love it""",2015-08-31,positive
56,"""US""","""148662""","""R225Y10RRDV5H5""","""B00X3Z4KXW""","""510110347""","""BMOUO KCC036 Samsung Tab A 9.7 Keyboard or Case""","""PC""",0,0,3,0 	(N),1 	(Y),"""Bought it for someone. It looked okay. Cant ...""","""Bought it for someone. It looked okay. Cant comment on its functionality as I am not the one using it.""",2015-08-31,negaitve
